score;completeness;rescuebot_action;rescuebot_location;dylan_action;dylan_location;world_nr;tick_nr
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1143
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1144
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1145
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1146
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1147
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1148
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1149
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1150
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1151
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1152
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1153
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1154
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1155
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1156
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1157
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1158
3;0.125;Idle;(23, 12);RemoveObject;(9, 5);1;1159
3;0.125;MoveNorthWest;(23, 12);RemoveObject;(9, 5);1;1160
3;0.125;MoveNorthWest;(23, 12);RemoveObject;(9, 5);1;1161
3;0.125;MoveNorthWest;(23, 12);RemoveObject;(9, 5);1;1162
3;0.125;MoveNorthWest;(23, 12);RemoveObject;(9, 5);1;1163
3;0.125;MoveNorthWest;(23, 12);RemoveObject;(9, 5);1;1164
3;0.125;MoveNorthWest;(23, 12);RemoveObject;(9, 5);1;1165
3;0.125;MoveNorthWest;(23, 12);RemoveObject;(9, 5);1;1166
3;0.125;MoveNorthWest;(23, 12);RemoveObject;(9, 5);1;1167
3;0.125;MoveNorthWest;(22, 11);RemoveObject;(9, 5);1;1168
3;0.125;MoveNorthWest;(22, 11);RemoveObject;(9, 5);1;1169
3;0.125;MoveNorthWest;(22, 11);RemoveObject;(9, 5);1;1170
3;0.125;MoveNorthWest;(22, 11);RemoveObject;(9, 5);1;1171
3;0.125;MoveNorthWest;(22, 11);RemoveObject;(9, 5);1;1172
3;0.125;MoveNorthWest;(22, 11);RemoveObject;(9, 5);1;1173
3;0.125;MoveNorthWest;(22, 11);RemoveObject;(9, 5);1;1174
3;0.125;MoveNorthWest;(22, 11);RemoveObject;(9, 5);1;1175
3;0.125;MoveNorthWest;(22, 11);RemoveObject;(9, 5);1;1176
3;0.125;MoveNorthWest;(21, 10);RemoveObject;(9, 5);1;1177
3;0.125;MoveNorthWest;(21, 10);RemoveObject;(9, 5);1;1178
3;0.125;MoveNorthWest;(21, 10);RemoveObject;(9, 5);1;1179
3;0.125;MoveNorthWest;(21, 10);RemoveObject;(9, 5);1;1180
3;0.125;MoveNorthWest;(21, 10);RemoveObject;(9, 5);1;1181
3;0.125;MoveNorthWest;(21, 10);RemoveObject;(9, 5);1;1182
3;0.125;MoveNorthWest;(21, 10);RemoveObject;(9, 5);1;1183
3;0.125;MoveNorthWest;(21, 10);RemoveObject;(9, 5);1;1184
3;0.125;MoveNorthWest;(21, 10);RemoveObject;(9, 5);1;1185
3;0.125;MoveNorthWest;(20, 9);RemoveObject;(9, 5);1;1186
3;0.125;MoveNorthWest;(20, 9);RemoveObject;(9, 5);1;1187
3;0.125;MoveNorthWest;(20, 9);RemoveObject;(9, 5);1;1188
3;0.125;MoveNorthWest;(20, 9);RemoveObject;(9, 5);1;1189
3;0.125;MoveNorthWest;(20, 9);RemoveObject;(9, 5);1;1190
3;0.125;MoveNorthWest;(20, 9);RemoveObject;(9, 5);1;1191
3;0.125;MoveNorthWest;(20, 9);RemoveObject;(9, 5);1;1192
3;0.125;MoveNorthWest;(20, 9);RemoveObject;(9, 5);1;1193
3;0.125;MoveNorthWest;(20, 9);RemoveObject;(9, 5);1;1194
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1195
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1196
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1197
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1198
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1199
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1200
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1201
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1202
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1203
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1204
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1205
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1206
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1207
3;0.125;MoveNorthWest;(19, 8);RemoveObject;(9, 5);1;1208
3;0.125;MoveNorthWest;(18, 7);RemoveObject;(9, 5);1;1209
3;0.125;MoveNorthWest;(18, 7);RemoveObject;(9, 5);1;1210
3;0.125;MoveNorthWest;(18, 7);RemoveObject;(9, 5);1;1211
3;0.125;MoveNorthWest;(18, 7);RemoveObject;(9, 5);1;1212
3;0.125;MoveNorthWest;(18, 7);RemoveObject;(9, 5);1;1213
3;0.125;MoveNorthWest;(18, 7);RemoveObject;(9, 5);1;1214
3;0.125;MoveNorthWest;(18, 7);RemoveObject;(9, 5);1;1215
3;0.125;MoveNorthWest;(18, 7);RemoveObject;(9, 5);1;1216
3;0.125;MoveNorthWest;(18, 7);RemoveObject;(9, 5);1;1217
3;0.125;MoveNorthWest;(17, 6);RemoveObject;(9, 5);1;1218
3;0.125;MoveWest;(17, 6);RemoveObject;(9, 5);1;1219
3;0.125;MoveWest;(17, 6);RemoveObject;(9, 5);1;1220
3;0.125;MoveWest;(17, 6);RemoveObject;(9, 5);1;1221
3;0.125;MoveWest;(17, 6);RemoveObject;(9, 5);1;1222
3;0.125;MoveWest;(17, 6);RemoveObject;(9, 5);1;1223
3;0.125;MoveWest;(17, 6);RemoveObject;(9, 5);1;1224
3;0.125;MoveWest;(17, 6);RemoveObject;(9, 5);1;1225
3;0.125;MoveWest;(17, 6);RemoveObject;(9, 5);1;1226
3;0.125;MoveWest;(16, 6);RemoveObject;(9, 5);1;1227
3;0.125;MoveWest;(16, 6);RemoveObject;(9, 5);1;1228
3;0.125;MoveWest;(16, 6);RemoveObject;(9, 5);1;1229
3;0.125;MoveWest;(16, 6);RemoveObject;(9, 5);1;1230
3;0.125;MoveWest;(16, 6);RemoveObject;(9, 5);1;1231
3;0.125;MoveWest;(16, 6);RemoveObject;(9, 5);1;1232
3;0.125;MoveWest;(16, 6);;(9, 5);1;1233
3;0.125;MoveWest;(16, 6);;(9, 5);1;1234
3;0.125;MoveWest;(16, 6);;(9, 5);1;1235
3;0.125;MoveWest;(15, 6);;(9, 5);1;1236
3;0.125;MoveWest;(15, 6);;(9, 5);1;1237
3;0.125;MoveWest;(15, 6);;(9, 5);1;1238
3;0.125;MoveWest;(15, 6);;(9, 5);1;1239
3;0.125;MoveWest;(15, 6);;(9, 5);1;1240
3;0.125;MoveWest;(15, 6);;(9, 5);1;1241
3;0.125;MoveWest;(15, 6);;(9, 5);1;1242
3;0.125;MoveWest;(15, 6);;(9, 5);1;1243
3;0.125;MoveWest;(15, 6);;(9, 5);1;1244
3;0.125;MoveWest;(14, 6);;(9, 5);1;1245
3;0.125;MoveWest;(14, 6);;(9, 5);1;1246
3;0.125;MoveWest;(14, 6);;(9, 5);1;1247
3;0.125;MoveWest;(14, 6);;(9, 5);1;1248
3;0.125;MoveWest;(14, 6);;(9, 5);1;1249
3;0.125;MoveWest;(14, 6);;(9, 5);1;1250
3;0.125;MoveWest;(14, 6);;(9, 5);1;1251
3;0.125;MoveWest;(14, 6);;(9, 5);1;1252
3;0.125;MoveWest;(14, 6);;(9, 5);1;1253
3;0.125;MoveWest;(13, 6);;(9, 5);1;1254
3;0.125;MoveWest;(13, 6);;(9, 5);1;1255
3;0.125;MoveWest;(13, 6);MoveNorth;(9, 4);1;1256
3;0.125;MoveWest;(13, 6);;(9, 4);1;1257
3;0.125;MoveWest;(13, 6);;(9, 4);1;1258
3;0.125;MoveWest;(13, 6);;(9, 4);1;1259
3;0.125;MoveWest;(13, 6);;(9, 4);1;1260
3;0.125;MoveWest;(13, 6);;(9, 4);1;1261
3;0.125;MoveWest;(13, 6);;(9, 4);1;1262
3;0.125;MoveWest;(12, 6);MoveSouth;(9, 5);1;1263
3;0.125;MoveWest;(12, 6);;(9, 5);1;1264
3;0.125;MoveWest;(12, 6);;(9, 5);1;1265
3;0.125;MoveWest;(12, 6);;(9, 5);1;1266
3;0.125;MoveWest;(12, 6);;(9, 5);1;1267
3;0.125;MoveWest;(12, 6);;(9, 5);1;1268
3;0.125;MoveWest;(12, 6);;(9, 5);1;1269
3;0.125;MoveWest;(12, 6);;(9, 5);1;1270
3;0.125;MoveWest;(12, 6);;(9, 5);1;1271
3;0.125;MoveWest;(12, 6);MoveSouth;(9, 6);1;1272
3;0.125;MoveWest;(12, 6);;(9, 6);1;1273
3;0.125;MoveWest;(12, 6);;(9, 6);1;1274
3;0.125;MoveWest;(12, 6);;(9, 6);1;1275
3;0.125;MoveWest;(12, 6);;(9, 6);1;1276
3;0.125;MoveWest;(11, 6);;(9, 6);1;1277
3;0.125;MoveWest;(11, 6);;(9, 6);1;1278
3;0.125;MoveWest;(11, 6);;(9, 6);1;1279
3;0.125;MoveWest;(11, 6);;(9, 6);1;1280
3;0.125;MoveWest;(11, 6);;(9, 6);1;1281
3;0.125;MoveWest;(11, 6);;(9, 6);1;1282
3;0.125;MoveWest;(11, 6);;(9, 6);1;1283
3;0.125;MoveWest;(11, 6);;(9, 6);1;1284
3;0.125;MoveWest;(11, 6);;(9, 6);1;1285
3;0.125;MoveWest;(11, 6);;(9, 6);1;1286
3;0.125;MoveWest;(11, 6);;(9, 6);1;1287
3;0.125;MoveWest;(11, 6);;(9, 6);1;1288
3;0.125;MoveWest;(11, 6);;(9, 6);1;1289
3;0.125;MoveWest;(11, 6);;(9, 6);1;1290
3;0.125;MoveWest;(10, 6);;(9, 6);1;1291
3;0.125;MoveWest;(10, 6);MoveSouth;(9, 7);1;1292
3;0.125;MoveWest;(10, 6);;(9, 7);1;1293
3;0.125;MoveWest;(10, 6);;(9, 7);1;1294
3;0.125;MoveWest;(10, 6);;(9, 7);1;1295
3;0.125;MoveWest;(10, 6);;(9, 7);1;1296
3;0.125;MoveWest;(10, 6);;(9, 7);1;1297
3;0.125;MoveWest;(10, 6);;(9, 7);1;1298
3;0.125;MoveWest;(10, 6);;(9, 7);1;1299
3;0.125;MoveWest;(10, 6);;(9, 7);1;1300
3;0.125;MoveWest;(10, 6);MoveSouth;(9, 8);1;1301
3;0.125;MoveWest;(10, 6);;(9, 8);1;1302
3;0.125;MoveWest;(10, 6);;(9, 8);1;1303
3;0.125;MoveWest;(10, 6);;(9, 8);1;1304
3;0.125;MoveWest;(9, 6);;(9, 8);1;1305
3;0.125;MoveSouth;(9, 6);;(9, 8);1;1306
3;0.125;MoveSouth;(9, 6);;(9, 8);1;1307
3;0.125;MoveSouth;(9, 6);;(9, 8);1;1308
3;0.125;MoveSouth;(9, 6);;(9, 8);1;1309
3;0.125;MoveSouth;(9, 6);MoveSouth;(9, 9);1;1310
3;0.125;MoveSouth;(9, 6);;(9, 9);1;1311
3;0.125;MoveSouth;(9, 6);;(9, 9);1;1312
3;0.125;MoveSouth;(9, 6);;(9, 9);1;1313
3;0.125;MoveSouth;(9, 7);;(9, 9);1;1314
3;0.125;MoveSouthWest;(9, 7);;(9, 9);1;1315
3;0.125;MoveSouthWest;(9, 7);;(9, 9);1;1316
3;0.125;MoveSouthWest;(9, 7);;(9, 9);1;1317
3;0.125;MoveSouthWest;(9, 7);;(9, 9);1;1318
3;0.125;MoveSouthWest;(9, 7);MoveWest;(8, 9);1;1319
3;0.125;MoveSouthWest;(9, 7);;(8, 9);1;1320
3;0.125;MoveSouthWest;(9, 7);;(8, 9);1;1321
3;0.125;MoveSouthWest;(9, 7);;(8, 9);1;1322
3;0.125;MoveSouthWest;(8, 8);;(8, 9);1;1323
3;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1324
3;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1325
3;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1326
3;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1327
3;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1328
3;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1329
3;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1330
3;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1331
3;0.125;MoveSouthEast;(9, 9);;(8, 9);1;1332
3;0.125;Idle;(9, 9);;(8, 9);1;1333
3;0.125;Idle;(9, 9);;(8, 9);1;1334
3;0.125;Idle;(9, 9);;(8, 9);1;1335
3;0.125;Idle;(9, 9);;(8, 9);1;1336
3;0.125;Idle;(9, 9);RemoveObjectTogether;(8, 9);1;1337
3;0.125;Idle;(9, 9);;(8, 9);1;1338
3;0.125;Idle;(9, 9);;(8, 9);1;1339
3;0.125;Idle;(9, 9);;(8, 9);1;1340
3;0.125;Idle;(9, 9);;(8, 9);1;1341
3;0.125;Idle;(9, 9);;(8, 9);1;1342
3;0.125;Idle;(9, 9);;(8, 9);1;1343
3;0.125;Idle;(9, 9);;(8, 9);1;1344
3;0.125;Idle;(9, 9);;(8, 9);1;1345
3;0.125;Idle;(9, 9);;(8, 9);1;1346
3;0.125;Idle;(9, 9);;(8, 9);1;1347
3;0.125;Idle;(9, 9);;(8, 9);1;1348
3;0.125;Idle;(9, 9);;(8, 9);1;1349
3;0.125;Idle;(9, 9);;(8, 9);1;1350
3;0.125;Idle;(9, 9);;(8, 9);1;1351
3;0.125;Idle;(9, 9);;(8, 9);1;1352
3;0.125;Idle;(9, 9);;(8, 9);1;1353
3;0.125;Idle;(9, 9);;(8, 9);1;1354
3;0.125;Idle;(9, 9);;(8, 9);1;1355
3;0.125;Idle;(9, 9);;(8, 9);1;1356
3;0.125;Idle;(9, 9);;(8, 9);1;1357
3;0.125;Idle;(9, 9);;(8, 9);1;1358
3;0.125;MoveWest;(9, 9);;(8, 9);1;1359
3;0.125;MoveWest;(9, 9);;(8, 9);1;1360
3;0.125;MoveWest;(9, 9);;(8, 9);1;1361
3;0.125;MoveWest;(9, 9);;(8, 9);1;1362
3;0.125;MoveWest;(9, 9);;(8, 9);1;1363
3;0.125;MoveWest;(9, 9);;(8, 9);1;1364
3;0.125;MoveWest;(9, 9);;(8, 9);1;1365
3;0.125;MoveWest;(9, 9);;(8, 9);1;1366
3;0.125;MoveWest;(8, 9);;(8, 9);1;1367
3;0.125;;(8, 9);;(8, 9);1;1368
3;0.125;;(8, 9);;(8, 9);1;1369
3;0.125;;(8, 9);;(8, 9);1;1370
3;0.125;;(8, 9);;(8, 9);1;1371
3;0.125;;(8, 9);;(8, 9);1;1372
3;0.125;;(8, 9);;(8, 9);1;1373
3;0.125;;(8, 9);;(8, 9);1;1374
3;0.125;;(8, 9);;(8, 9);1;1375
3;0.125;;(8, 9);;(8, 9);1;1376
3;0.125;;(8, 9);;(8, 9);1;1377
3;0.125;;(8, 9);RemoveObjectTogether;(8, 9);1;1378
3;0.125;;(8, 9);;(8, 9);1;1379
3;0.125;;(8, 9);;(8, 9);1;1380
3;0.125;;(8, 9);;(8, 9);1;1381
3;0.125;;(8, 9);;(8, 9);1;1382
3;0.125;;(8, 9);;(8, 9);1;1383
3;0.125;;(8, 9);;(8, 9);1;1384
3;0.125;;(8, 9);;(8, 9);1;1385
3;0.125;;(8, 9);;(8, 9);1;1386
3;0.125;;(8, 9);;(8, 9);1;1387
3;0.125;;(8, 9);;(8, 9);1;1388
3;0.125;;(8, 9);;(8, 9);1;1389
3;0.125;;(8, 9);;(8, 9);1;1390
3;0.125;;(8, 9);;(8, 9);1;1391
3;0.125;;(8, 9);;(8, 9);1;1392
3;0.125;;(8, 9);;(8, 9);1;1393
3;0.125;;(8, 9);CarryObjectTogether;(8, 9);1;1394
3;0.125;;(8, 9);;(8, 9);1;1395
3;0.125;;(8, 9);;(8, 9);1;1396
3;0.125;;(8, 9);;(8, 9);1;1397
3;0.125;;(8, 9);;(8, 9);1;1398
3;0.125;;(8, 9);;(8, 9);1;1399
3;0.125;;(8, 9);;(8, 9);1;1400
3;0.125;;(8, 9);;(8, 9);1;1401
3;0.125;;(8, 9);;(8, 9);1;1402
3;0.125;;(8, 9);;(8, 9);1;1403
3;0.125;;(8, 9);MoveNorth;(8, 8);1;1404
3;0.125;;(8, 9);;(8, 8);1;1405
3;0.125;;(8, 9);;(8, 8);1;1406
3;0.125;;(8, 9);;(8, 8);1;1407
3;0.125;;(8, 9);;(8, 8);1;1408
3;0.125;;(8, 9);;(8, 8);1;1409
3;0.125;;(8, 9);;(8, 8);1;1410
3;0.125;;(8, 9);;(8, 8);1;1411
3;0.125;;(8, 9);MoveEast;(9, 8);1;1412
3;0.125;;(8, 9);;(9, 8);1;1413
3;0.125;;(8, 9);;(9, 8);1;1414
3;0.125;;(8, 9);;(9, 8);1;1415
3;0.125;;(8, 9);;(9, 8);1;1416
3;0.125;;(8, 9);MoveNorth;(9, 7);1;1417
3;0.125;;(8, 9);;(9, 7);1;1418
3;0.125;;(8, 9);;(9, 7);1;1419
3;0.125;;(8, 9);;(9, 7);1;1420
3;0.125;;(8, 9);;(9, 7);1;1421
3;0.125;;(8, 9);;(9, 7);1;1422
3;0.125;;(8, 9);;(9, 7);1;1423
3;0.125;;(8, 9);;(9, 7);1;1424
3;0.125;;(8, 9);;(9, 7);1;1425
3;0.125;;(8, 9);;(9, 7);1;1426
3;0.125;;(8, 9);MoveNorth;(9, 6);1;1427
3;0.125;;(8, 9);;(9, 6);1;1428
3;0.125;;(8, 9);;(9, 6);1;1429
3;0.125;;(8, 9);;(9, 6);1;1430
3;0.125;;(8, 9);;(9, 6);1;1431
3;0.125;;(8, 9);;(9, 6);1;1432
3;0.125;;(8, 9);;(9, 6);1;1433
3;0.125;;(8, 9);MoveEast;(10, 6);1;1434
3;0.125;;(8, 9);;(10, 6);1;1435
3;0.125;;(8, 9);;(10, 6);1;1436
3;0.125;;(8, 9);;(10, 6);1;1437
3;0.125;;(8, 9);;(10, 6);1;1438
3;0.125;;(8, 9);;(10, 6);1;1439
3;0.125;;(8, 9);MoveEast;(10, 6);1;1440
3;0.125;;(8, 9);MoveEast;(10, 6);1;1441
3;0.125;;(8, 9);MoveEast;(10, 6);1;1442
3;0.125;;(8, 9);MoveEast;(10, 6);1;1443
3;0.125;;(8, 9);MoveEast;(10, 6);1;1444
3;0.125;;(8, 9);MoveEast;(11, 6);1;1445
3;0.125;;(8, 9);MoveEast;(11, 6);1;1446
3;0.125;;(8, 9);MoveEast;(11, 6);1;1447
3;0.125;;(8, 9);MoveEast;(11, 6);1;1448
3;0.125;;(8, 9);MoveEast;(11, 6);1;1449
3;0.125;;(8, 9);MoveEast;(11, 6);1;1450
3;0.125;;(8, 9);MoveEast;(12, 6);1;1451
3;0.125;;(8, 9);MoveEast;(12, 6);1;1452
3;0.125;;(8, 9);MoveEast;(12, 6);1;1453
3;0.125;;(8, 9);MoveEast;(12, 6);1;1454
3;0.125;;(8, 9);MoveEast;(12, 6);1;1455
3;0.125;;(8, 9);MoveEast;(12, 6);1;1456
3;0.125;;(8, 9);MoveEast;(13, 6);1;1457
3;0.125;;(8, 9);MoveEast;(14, 6);1;1458
3;0.125;;(8, 9);;(14, 6);1;1459
3;0.125;;(8, 9);;(14, 6);1;1460
3;0.125;;(8, 9);;(14, 6);1;1461
3;0.125;;(8, 9);;(14, 6);1;1462
3;0.125;;(8, 9);;(14, 6);1;1463
3;0.125;;(8, 9);;(14, 6);1;1464
3;0.125;;(8, 9);;(14, 6);1;1465
3;0.125;;(8, 9);MoveEast;(15, 6);1;1466
3;0.125;;(8, 9);;(15, 6);1;1467
3;0.125;;(8, 9);;(15, 6);1;1468
3;0.125;;(8, 9);;(15, 6);1;1469
3;0.125;;(8, 9);;(15, 6);1;1470
3;0.125;;(8, 9);;(15, 6);1;1471
3;0.125;;(8, 9);MoveEast;(16, 6);1;1472
3;0.125;;(8, 9);;(16, 6);1;1473
3;0.125;;(8, 9);;(16, 6);1;1474
3;0.125;;(8, 9);MoveEast;(17, 6);1;1475
3;0.125;;(8, 9);;(17, 6);1;1476
3;0.125;;(8, 9);;(17, 6);1;1477
3;0.125;;(8, 9);;(17, 6);1;1478
3;0.125;;(8, 9);;(17, 6);1;1479
3;0.125;;(8, 9);MoveEast;(18, 6);1;1480
3;0.125;;(8, 9);;(18, 6);1;1481
3;0.125;;(8, 9);;(18, 6);1;1482
3;0.125;;(8, 9);;(18, 6);1;1483
3;0.125;;(8, 9);;(18, 6);1;1484
3;0.125;;(8, 9);;(18, 6);1;1485
3;0.125;;(8, 9);;(18, 6);1;1486
3;0.125;;(8, 9);;(18, 6);1;1487
3;0.125;;(8, 9);MoveEast;(19, 6);1;1488
3;0.125;;(8, 9);;(19, 6);1;1489
3;0.125;;(8, 9);;(19, 6);1;1490
3;0.125;;(8, 9);;(19, 6);1;1491
3;0.125;;(8, 9);;(19, 6);1;1492
3;0.125;;(8, 9);;(19, 6);1;1493
3;0.125;;(8, 9);;(19, 6);1;1494
3;0.125;;(8, 9);MoveEast;(19, 6);1;1495
3;0.125;;(8, 9);MoveEast;(19, 6);1;1496
3;0.125;;(8, 9);MoveEast;(19, 6);1;1497
3;0.125;;(8, 9);MoveEast;(19, 6);1;1498
3;0.125;;(8, 9);MoveEast;(19, 6);1;1499
3;0.125;;(8, 9);MoveEast;(20, 6);1;1500
3;0.125;;(8, 9);MoveEast;(21, 6);1;1501
3;0.125;;(8, 9);;(21, 6);1;1502
3;0.125;;(8, 9);;(21, 6);1;1503
3;0.125;;(8, 9);;(21, 6);1;1504
3;0.125;;(8, 9);;(21, 6);1;1505
3;0.125;;(8, 9);;(21, 6);1;1506
3;0.125;;(8, 9);MoveEast;(22, 6);1;1507
3;0.125;;(8, 9);;(22, 6);1;1508
3;0.125;;(8, 9);;(22, 6);1;1509
3;0.125;;(8, 9);;(22, 6);1;1510
3;0.125;;(8, 9);;(22, 6);1;1511
3;0.125;;(8, 9);;(22, 6);1;1512
3;0.125;;(8, 9);;(22, 6);1;1513
3;0.125;;(8, 9);MoveEast;(23, 6);1;1514
3;0.125;;(8, 9);;(23, 6);1;1515
3;0.125;;(8, 9);;(23, 6);1;1516
3;0.125;;(8, 9);;(23, 6);1;1517
3;0.125;;(8, 9);;(23, 6);1;1518
3;0.125;;(8, 9);;(23, 6);1;1519
3;0.125;;(8, 9);;(23, 6);1;1520
3;0.125;;(8, 9);;(23, 6);1;1521
3;0.125;;(8, 9);MoveSouth;(23, 7);1;1522
3;0.125;;(8, 9);;(23, 7);1;1523
3;0.125;;(8, 9);;(23, 7);1;1524
3;0.125;;(8, 9);;(23, 7);1;1525
3;0.125;;(8, 9);MoveSouth;(23, 8);1;1526
3;0.125;;(8, 9);;(23, 8);1;1527
3;0.125;;(8, 9);;(23, 8);1;1528
3;0.125;;(8, 9);;(23, 8);1;1529
3;0.125;;(8, 9);;(23, 8);1;1530
3;0.125;;(8, 9);;(23, 8);1;1531
3;0.125;;(8, 9);MoveSouth;(23, 9);1;1532
3;0.125;;(8, 9);;(23, 9);1;1533
3;0.125;;(8, 9);;(23, 9);1;1534
3;0.125;;(8, 9);;(23, 9);1;1535
3;0.125;;(8, 9);;(23, 9);1;1536
3;0.125;;(8, 9);;(23, 9);1;1537
3;0.125;;(8, 9);;(23, 9);1;1538
3;0.125;;(8, 9);;(23, 9);1;1539
3;0.125;;(8, 9);MoveSouth;(23, 10);1;1540
3;0.125;;(8, 9);;(23, 10);1;1541
3;0.125;;(8, 9);;(23, 10);1;1542
3;0.125;;(8, 9);;(23, 10);1;1543
3;0.125;;(8, 9);;(23, 10);1;1544
3;0.125;;(8, 9);;(23, 10);1;1545
3;0.125;;(8, 9);;(23, 10);1;1546
3;0.125;;(8, 9);;(23, 10);1;1547
3;0.125;;(8, 9);;(23, 10);1;1548
3;0.125;;(8, 9);MoveSouth;(23, 11);1;1549
3;0.125;;(8, 9);;(23, 11);1;1550
3;0.125;;(8, 9);;(23, 11);1;1551
3;0.125;;(8, 9);;(23, 11);1;1552
3;0.125;;(8, 9);;(23, 11);1;1553
3;0.125;;(8, 9);;(23, 11);1;1554
9;0.25;;(23, 11);DropObjectTogether;(23, 11);1;1555
9;0.25;MoveWest;(23, 11);;(23, 11);1;1556
9;0.25;MoveWest;(23, 11);;(23, 11);1;1557
9;0.25;MoveWest;(23, 11);;(23, 11);1;1558
9;0.25;MoveWest;(23, 11);;(23, 11);1;1559
9;0.25;MoveWest;(23, 11);;(23, 11);1;1560
9;0.25;MoveWest;(23, 11);;(23, 11);1;1561
9;0.25;MoveWest;(23, 11);;(23, 11);1;1562
9;0.25;MoveWest;(23, 11);;(23, 11);1;1563
9;0.25;MoveWest;(22, 11);;(23, 11);1;1564
9;0.25;MoveNorthWest;(22, 11);;(23, 11);1;1565
9;0.25;MoveNorthWest;(22, 11);;(23, 11);1;1566
9;0.25;MoveNorthWest;(22, 11);;(23, 11);1;1567
9;0.25;MoveNorthWest;(22, 11);;(23, 11);1;1568
9;0.25;MoveNorthWest;(22, 11);;(23, 11);1;1569
9;0.25;MoveNorthWest;(22, 11);;(23, 11);1;1570
9;0.25;MoveNorthWest;(22, 11);;(23, 11);1;1571
9;0.25;MoveNorthWest;(22, 11);;(23, 11);1;1572
9;0.25;MoveNorthWest;(21, 10);;(23, 11);1;1573
9;0.25;MoveNorthWest;(21, 10);;(23, 11);1;1574
9;0.25;MoveNorthWest;(21, 10);;(23, 11);1;1575
9;0.25;MoveNorthWest;(21, 10);;(23, 11);1;1576
9;0.25;MoveNorthWest;(21, 10);;(23, 11);1;1577
9;0.25;MoveNorthWest;(21, 10);;(23, 11);1;1578
9;0.25;MoveNorthWest;(21, 10);;(23, 11);1;1579
9;0.25;MoveNorthWest;(21, 10);;(23, 11);1;1580
9;0.25;MoveNorthWest;(21, 10);;(23, 11);1;1581
9;0.25;MoveNorthWest;(20, 9);;(23, 11);1;1582
9;0.25;MoveNorthWest;(20, 9);;(23, 11);1;1583
9;0.25;MoveNorthWest;(20, 9);;(23, 11);1;1584
9;0.25;MoveNorthWest;(20, 9);;(23, 11);1;1585
9;0.25;MoveNorthWest;(20, 9);;(23, 11);1;1586
9;0.25;MoveNorthWest;(20, 9);;(23, 11);1;1587
9;0.25;MoveNorthWest;(20, 9);;(23, 11);1;1588
9;0.25;MoveNorthWest;(20, 9);;(23, 11);1;1589
9;0.25;MoveNorthWest;(20, 9);;(23, 11);1;1590
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;1591
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;1592
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;1593
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;1594
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;1595
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;1596
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;1597
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;1598
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;1599
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;1600
9;0.25;MoveNorthWest;(19, 8);;(23, 11);1;1601
